MAC,Vendor,Country
00-02-15,Cotas Computer Technology A/B,DK
00-01-C1,Vitesse Semiconductor Corporation,DK
00-01-B6,SAEJIN T&M Co._ Ltd.,KR
00-01-45,WINSYSTEMS_ INC.,US
00-01-37,IT Farm Corporation,JP
00-01-33,KYOWA Electronic Instruments C,JP
00-01-3C,TIW SYSTEMS,US
00-01-4C,Berkeley Process Control,US
00-30-F5,Wild Lab. Ltd.,JP
00-01-A3,GENESYS LOGIC_ INC.,TW
00-01-8C,Mega Vision,US
00-01-8F,Kenetec_ Inc.,US
00-01-5D,Oracle Corporation ,US
00-01-73,AMCC,US
00-01-6C,FOXCONN,US
00-01-75,Radiant Communications Corp.,US
00-01-5C,CADANT INC.,US
00-01-3D,RiscStation Ltd.,GB
00-01-43,Cisco Systems_ Inc,US
00-01-4B,Ennovate Networks_ Inc.,US
00-01-20,OSCILLOQUARTZ S.A.,CH
00-01-27,OPEN Networks Pty Ltd,AU
00-01-04,DVICO Co._ Ltd.,KR
00-01-7B,Heidelberger Druckmaschinen AG,DE
00-01-A5,Nextcomm_ Inc.,US
00-01-90,SMK-M,US
00-02-9C,3COM,US
00-B0-19,UTC CCS,US
00-B0-C7,Tellabs Operations_ Inc.,US
00-01-0E,Bri-Link Technologies Co._ Ltd,TW
00-01-06,Tews Datentechnik GmbH,DE
00-01-09,Nagano Japan Radio Co._ Ltd.,JP
00-01-69,Celestix Networks Pte Ltd.,SG
00-01-6B,LightChip_ Inc.,US
00-B0-86,LocSoft Limited,GB
00-30-A2,Lightner Engineering,US
00-30-42,DeTeWe-Deutsche Telephonwerke,DE
00-30-37,Packard Bell Nec Services,FR
00-30-57,QTelNet_ Inc.,CA
00-30-FC,Terawave Communications_ Inc.,US
00-B0-2A,ORSYS GmbH,DE
00-B0-69,Honewell Oy,FI
00-B0-C2,Cisco Systems_ Inc,US
00-B0-3B,HiQ Networks,US
00-30-46,Controlled Electronic Manageme,IE
00-30-75,ADTECH,BE
00-30-98,Global Converging Technologies,US
00-30-0D,MMC Technology_ Inc.,KR
00-30-C2,COMONE,FR
00-30-F3,At Work Computers,US
00-30-CC,Tenor Networks_ Inc.,US
00-30-B0,Convergenet Technologies,US
00-30-86,Transistor Devices_ Inc.,US
00-30-EB,TURBONET COMMUNICATIONS_ INC.,TW
00-30-A1,WEBGATE Inc.,KR
00-30-6A,PENTA MEDIA CO._ LTD.,KR
00-30-6F,SEYEON TECH. CO._ LTD.,KR
00-30-3D,IVA CORPORATION,US
00-30-53,Basler AG,DE
00-30-D2,WIN TECHNOLOGIES_ CO._ LTD.,TW
00-30-97,AB Regin,SE
00-30-DC,RIGHTECH CORPORATION,TW
00-30-25,CHECKOUT COMPUTER SYSTEMS_ LTD,GB
00-30-C6,CONTROL SOLUTIONS_ INC.,US
00-30-E3,SEDONA NETWORKS CORP.,CA
00-30-BF,MULTIDATA GMBH,DE
00-30-12,DIGITAL ENGINEERING LTD.,IE
00-D0-0F,SPEECH DESIGN GMBH,DE
00-30-58,API MOTION,US
00-30-A6,VIANET TECHNOLOGIES_ LTD.,IL
00-30-F4,STARDOT TECHNOLOGIES,US
00-30-19,Cisco Systems_ Inc,US
00-30-76,Akamba Corporation,US
00-30-EC,BORGARDT,DE
00-30-34,SET ENGINEERING,US
00-30-4A,Fraunhofer IPMS,DE
00-30-8D,Pinnacle Systems_ Inc.,DE
00-30-F6,SECURELOGIX CORPORATION,US
00-30-D6,MSC VERTRIEBS GMBH,DE
00-30-41,SAEJIN T & M CO._ LTD.,KR
00-30-8C,Quantum Corporation,US
00-30-3C,ONNTO CORP.,TW
00-30-24,Cisco Systems_ Inc,US
00-D0-CB,DASAN CO._ LTD.,KR
00-D0-19,DAINIPPON SCREEN CORPORATE,US
00-30-D8,SITEK,IT
00-30-16,ISHIDA CO._ LTD.,JP
00-30-5F,Hasselblad,DK
00-D0-13,PRIMEX AEROSPACE COMPANY,US
00-D0-A3,VOCAL DATA_ INC.,US
00-D0-BF,PIVOTAL TECHNOLOGIES,US
00-D0-2F,VLSI TECHNOLOGY INC.,US
00-D0-16,SCM MICROSYSTEMS_ INC.,US
00-D0-43,ZONAL RETAIL DATA SYSTEMS,GB
00-D0-C1,HARMONIC DATA SYSTEMS_ LTD.,IL
00-D0-35,BEHAVIOR TECH. COMPUTER CORP.,TW
00-D0-DB,MCQUAY INTERNATIONAL,US
00-D0-EA,NEXTONE COMMUNICATIONS_ INC.,US
00-D0-20,AIM SYSTEM_ INC.,KR
00-D0-64,MULTITEL,CA
00-D0-5E,STRATABEAM TECHNOLOGY_ INC.,US
00-D0-AA,CHASE COMMUNICATIONS,GB
00-D0-FA,Thales e-Security Ltd.,GB
00-D0-EB,LIGHTERA NETWORKS_ INC.,US
00-D0-06,Cisco Systems_ Inc,US
00-D0-2A,Voxent Systems Ltd.,GB
00-D0-8F,ARDENT TECHNOLOGIES_ INC.,US
00-D0-68,IWILL CORPORATION,TW
00-D0-70,LONG WELL ELECTRONICS CORP.,TW
00-D0-29,WAKEFERN FOOD CORPORATION,US
00-D0-B1,OMEGA ELECTRONICS SA,CH
00-D0-C3,VIVID TECHNOLOGY PTE_ LTD.,SG
00-D0-C8,Prevas A/S,DK
00-D0-5D,INTELLIWORXX_ INC.,US
00-D0-A1,OSKAR VIERLING GMBH + CO. KG,DE
00-D0-AC,Commscope_ Inc,US
00-D0-BC,Cisco Systems_ Inc,US
00-D0-7E,KEYCORP LTD.,AU
00-50-65,TDK-Lambda Corporation,JP
00-50-B9,XITRON TECHNOLOGIES_ INC.,US
00-50-6B,SPX-ATEG,US
00-50-4A,ELTECO A.S.,SK
00-50-C1,GEMFLEX NETWORKS_ LTD.,CA
00-50-75,KESTREL SOLUTIONS,US
00-50-AC,MAPLE COMPUTER CORPORATION,TJ
00-50-49,Arbor Networks Inc,US
00-50-0D,SATORI ELECTORIC CO._ LTD.,JP
00-50-12,CBL - GMBH,DE
00-50-F2,MICROSOFT CORP.,US
00-50-29,1394 PRINTER WORKING GROUP,US
00-50-81,MURATA MACHINERY_ LTD.,JP
00-D0-C0,Cisco Systems_ Inc,US
00-D0-76,Bank of America,US
00-D0-51,O2 MICRO_ INC.,US
00-D0-BB,Cisco Systems_ Inc,US
00-D0-6E,TRENDVIEW RECORDERS LTD.,GB
00-D0-5C,KATHREIN TechnoTrend GmbH,DE
00-50-A4,IO TECH_ INC.,US
00-50-A3,TransMedia Communications_ Inc.,US
00-50-5C,TUNDO CORPORATION,IL
00-50-B3,VOICEBOARD CORPORATION,US
00-50-8C,RSI SYSTEMS,US
00-50-A1,CARLO GAVAZZI_ INC.,US
00-50-17,RSR S.R.L.,IT
00-50-ED,ANDA NETWORKS,US
00-50-96,SALIX TECHNOLOGIES_ INC.,US
00-50-CF,VANLINK COMMUNICATION TECHNOLOGY RESEARCH INSTITUTE,CN
00-50-24,NAVIC SYSTEMS_ INC.,US
00-90-BD,OMNIA COMMUNICATIONS_ INC.,US
00-90-B4,WILLOWBROOK TECHNOLOGIES,US
00-90-03,APLIO,FR
00-90-31,MYSTICOM_ LTD.,IL
00-90-DD,MIHARU COMMUNICATIONS Inc,JP
00-90-28,NIPPON SIGNAL CO._ LTD.,JP
00-90-7D,Lake Communications,IE
00-50-E1,NS TECH ELECTRONICS SDN BHD,SG
00-50-DE,SIGNUM SYSTEMS CORP.,US
00-50-7B,MERLOT COMMUNICATIONS,US
00-50-CD,DIGIANSWER A/S,DK
00-50-2D,ACCEL_ INC.,TW
00-50-3A,DATONG ELECTRONICS LTD.,GB
00-50-87,TERASAKI ELECTRIC CO._ LTD.,JP
00-90-26,ADVANCED SWITCHING COMMUNICATIONS_ INC.,US
00-90-D3,GIESECKE & DEVRIENT GmbH,DE
00-90-67,WalkAbout Computers_ Inc.,US
00-90-33,INNOVAPHONE AG,DE
00-90-8D,VICKERS ELECTRONICS SYSTEMS,US
00-90-42,ECCS_ Inc.,US
00-90-51,ULTIMATE TECHNOLOGY CORP.,US
00-90-C9,DPAC Technologies,US
00-90-1D,PEC (NZ) LTD.,NZ
00-90-97,Sycamore Networks,US
00-50-26,COSYSTEMS_ INC.,US
00-90-2C,DATA & CONTROL EQUIPMENT LTD.,GB
00-90-84,ATECH SYSTEM,KR
00-90-6A,TURNSTONE SYSTEMS_ INC.,US
00-90-87,ITIS,FR
00-90-4D,SPEC S.A.,ES
00-90-FD,CopperCom_ Inc.,US
00-90-39,SHASTA NETWORKS,US
00-90-45,Marconi Communications,US
00-90-36,ens_ inc.,US
00-90-8B,Tattile SRL,US
00-90-44,ASSURED DIGITAL_ INC.,US
00-90-7C,DIGITALCAST_ INC.,KR
00-90-8E,Nortel Networks Broadband Access,US
00-90-09,I Controls_ Inc.,KR
00-90-2A,COMMUNICATION DEVICES_ INC.,US
00-90-72,SIMRAD AS,NO
00-90-0D,Overland Storage Inc.,US
00-90-CF,NORTEL,CA
00-90-2F,NETCORE SYSTEMS_ INC.,US
00-90-98,SBC DESIGNS_ INC.,US
00-90-02,ALLGON AB,SE
00-90-FC,NETWORK COMPUTING DEVICES,US
00-90-14,ROTORK INSTRUMENTS_ LTD.,GB
00-90-25,BAE Systems Australia (Electronic Systems) Pty Ltd,AU
00-90-4C,Epigram_ Inc.,US
00-90-91,DigitalScape_ Inc.,US
00-90-7E,VETRONIX CORP.,US
00-90-50,Teleste Corporation,FI
00-90-D2,Artel Video Systems,US
00-01-FE,DIGITAL EQUIPMENT CORPORATION,US
00-90-66,Troika Networks_ Inc.,US
00-90-DE,CARDKEY SYSTEMS_ INC.,US
00-90-BE,IBC/INTEGRATED BUSINESS COMPUTERS,US
00-90-6B,APPLIED RESOURCES_ INC.,US
00-10-8A,TeraLogic_ Inc.,US
00-10-24,NAGOYA ELECTRIC WORKS CO._ LTD,JP
00-10-D6,Exelis,US
00-10-48,HTRC AUTOMATION_ INC.,CA
00-10-97,WinNet Metropolitan Communications Systems_ Inc.,US
00-10-85,POLARIS COMMUNICATIONS_ INC.,US
00-10-0C,ITO CO._ LTD.,JP
00-10-06,Thales Contact Solutions Ltd.,GB
00-10-7F,CRESTRON ELECTRONICS_ INC.,US
00-10-D4,STORAGE COMPUTER CORPORATION,US
00-10-E2,ArrayComm_ Inc.,US
00-06-29,IBM Corp,US
00-10-A9,ADHOC TECHNOLOGIES,US
00-10-50,RION CO._ LTD.,JP
00-10-CE,VOLAMP_ LTD.,GB
00-10-B2,COACTIVE AESTHETICS,US
00-10-6E,TADIRAN COM. LTD.,IL
00-10-6F,TRENTON TECHNOLOGY INC.,US
00-10-34,GNP Computers,US
00-10-44,InnoLabs Corporation,TW
00-10-89,WebSonic,US
00-10-6A,DIGITAL MICROWAVE CORPORATION,US
00-10-94,Performance Analysis Broadband_ Spirent plc,US
00-10-3C,IC ENSEMBLE_ INC.,US
00-10-19,SIRONA DENTAL SYSTEMS GmbH & Co. KG,DE
00-10-08,VIENNA SYSTEMS CORPORATION,CA
00-10-D1,Top Layer Networks_ Inc.,US
00-10-D2,NITTO TSUSHINKI CO._ LTD,JP
00-10-D9,IBM JAPAN_ FUJISAWA MT+D,JP
00-10-9A,NETLINE,FR
00-10-A1,KENDIN SEMICONDUCTOR_ INC.,US
00-10-5F,ZODIAC DATA SYSTEMS,FR
00-10-3E,NETSCHOOLS CORPORATION,US
00-10-CB,FACIT K.K.,JP
00-10-38,Micro Research Ltd.,JP
00-10-E0,Oracle Corporation ,US
00-10-7C,P-COM_ INC.,US
00-10-BD,THE TELECOMMUNICATION TECHNOLOGY COMMITTEE (TTC),JP
00-10-3B,HIPPI NETWORKING FORUM,US
00-10-A8,RELIANCE COMPUTER CORP.,US
00-E0-B4,TECHNO SCOPE CO._ LTD.,JP
00-E0-71,EPIS MICROCOMPUTER,DE
00-E0-66,ProMax Systems_ Inc.,US
00-E0-93,ACKFIN NETWORKS,US
00-E0-4B,JUMP INDUSTRIELLE COMPUTERTECHNIK GmbH,DE
00-E0-F0,ABLER TECHNOLOGY_ INC.,TW
00-E0-02,CROSSROADS SYSTEMS_ INC.,US
00-E0-D6,COMPUTER & COMMUNICATION RESEARCH LAB.,TW
00-E0-B7,Cosworth Electronics Ltd,GB
00-E0-83,JATO TECHNOLOGIES_ INC.,US
00-E0-72,LYNK,IL
00-E0-AD,EES TECHNOLOGY_ LTD.,GB
00-E0-94,OSAI SRL,IT
00-E0-32,MISYS FINANCIAL SYSTEMS_ LTD.,GB
00-E0-C0,SEIWA ELECTRIC MFG. CO._ LTD.,JP
00-E0-27,DUX_ INC.,JP
00-E0-44,LSICS CORPORATION,JP
00-E0-CA,BEST DATA PRODUCTS,US
00-E0-A7,IPC INFORMATION SYSTEMS_ INC.,US
00-E0-97,CARRIER ACCESS CORPORATION,US
00-E0-BA,BERGHOF AUTOMATIONSTECHNIK GmbH,DE
00-E0-21,FREEGATE CORP.,US
00-E0-5B,WEST END SYSTEMS CORP.,CA
00-E0-62,HOST ENGINEERING,US
00-E0-D8,LANBit Computer_ Inc.,TW
00-E0-1F,AVIDIA Systems_ Inc.,US
00-E0-D0,NETSPEED_ INC.,US
00-E0-60,SHERWOOD,US
00-E0-74,TIERNAN COMMUNICATIONS_ INC.,US
00-E0-D9,TAZMO CO._ LTD.,JP
00-E0-55,INGENIERIA ELECTRONICA COMERCIAL INELCOM S.A.,ES
00-E0-42,Pacom Systems Ltd.,AU
00-E0-EB,DIGICOM SYSTEMS_ INCORPORATED,US
00-E0-D1,TELSIS LIMITED,GB
00-E0-89,ION Networks_ Inc.,US
00-E0-70,DH TECHNOLOGY,US
00-E0-73,NATIONAL AMUSEMENT NETWORK_ INC.,US
00-E0-6A,KAPSCH AG,AT
00-E0-01,STRAND LIGHTING LIMITED,GB
00-E0-CE,ARN,FR
00-E0-5F,e-Net_ Inc.,US
00-E0-E7,RAYTHEON E-SYSTEMS_ INC.,US
00-60-66,LACROIX Trafic,FR
00-60-F4,ADVANCED COMPUTER SOLUTIONS_ Inc.,US
00-60-60,Data Innovations North America,US
00-60-F7,DATAFUSION SYSTEMS,ZA
00-60-20,PIVOTAL NETWORKING_ INC.,US
00-60-C0,Nera Networks AS,NO
00-60-0E,WAVENET INTERNATIONAL_ INC.,CA
00-60-35,DALLAS SEMICONDUCTOR_ INC.,US
00-60-07,ACRES GAMING_ INC.,US
00-60-58,COPPER MOUNTAIN COMMUNICATIONS_ INC.,US
00-60-A0,SWITCHED NETWORK TECHNOLOGIES_ INC.,US
00-60-17,TOKIMEC INC.,JP
00-60-26,VIKING Modular Solutions,US
00-60-19,Roche Diagnostics,US
00-60-59,TECHNICAL COMMUNICATIONS CORP.,US
00-60-03,TERAOKA WEIGH SYSTEM PTE_ LTD.,SG
00-60-7A,DVS GMBH,DE
00-60-F3,Performance Analysis Broadband_ Spirent plc,US
00-60-7C,WaveAccess_ Ltd.,IL
00-60-73,REDCREEK COMMUNICATIONS_ INC.,US
00-E0-3C,AdvanSys,US
00-E0-24,GADZOOX NETWORKS,US
00-60-5B,IntraServer Technology_ Inc.,US
00-60-D7,ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE (EPFL),CH
00-60-7D,SENTIENT NETWORKS INC.,US
00-60-6E,DAVICOM SEMICONDUCTOR_ INC.,US
00-60-C7,AMATI COMMUNICATIONS CORP.,US
10-00-E8,NATIONAL SEMICONDUCTOR,US
00-60-FD,NetICs_ Inc.,US
00-60-FB,PACKETEER_ INC.,US
00-60-C1,WaveSpan Corporation,US
00-60-3C,HAGIWARA SYS-COM CO._ LTD.,JP
00-60-CB,HITACHI ZOSEN CORPORATION,JP
00-60-C8,KUKA WELDING SYSTEMS & ROBOTS,DE
00-60-23,PERICOM SEMICONDUCTOR CORP.,US
00-60-63,PSION DACOM PLC.,GB
00-60-31,HRK SYSTEMS,ZA
00-60-ED,RICARDO TEST AUTOMATION LTD.,GB
00-60-12,POWER COMPUTING CORPORATION,US
00-60-4D,MMC NETWORKS_ INC.,US
00-60-DD,MYRICOM_ INC.,US
00-A0-9A,NIHON KOHDEN AMERICA,US
00-A0-78,Marconi Communications,US
00-A0-BF,WIRELESS DATA GROUP MOTOROLA,US
00-60-AB,LARSCOM INCORPORATED,US
00-60-5A,CELCORE_ INC.,US
00-60-95,ACCU-TIME SYSTEMS_ INC.,US
00-A0-56,MICROPROSS,FR
00-A0-E1,WESTPORT RESEARCH ASSOCIATES_ INC.,US
00-60-77,PRISA NETWORKS,US
00-60-94,IBM Corp,US
00-60-A3,CONTINUUM TECHNOLOGY CORP.,US
00-60-3D,3CX,US
00-60-8A,CITADEL COMPUTER,US
00-60-93,VARIAN,US
00-60-46,VMETRO_ INC.,US
00-A0-5F,BTG Electronics Design BV,NL
00-A0-CD,DR. JOHANNES HEIDENHAIN GmbH,DE
00-A0-DA,INTEGRATED SYSTEMS Technology_ Inc.,US
00-A0-2A,TRANCELL SYSTEMS,US
00-A0-3F,COMPUTER SOCIETY MICROPROCESSOR & MICROPROCESSOR STANDARDS C,US
00-A0-2D,1394 Trade Association,US
00-A0-7C,TONYANG NYLON CO._ LTD.,KR
00-A0-E6,DIALOGIC CORPORATION,US
00-A0-4A,NISSHIN ELECTRIC CO._ LTD.,JP
00-A0-35,CYLINK CORPORATION,US
00-A0-3D,OPTO-22,US
00-A0-26,TELDAT_ S.A.,ES
00-A0-23,APPLIED CREATIVE TECHNOLOGY_ INC.,US
00-A0-14,CSIR,ZA
00-A0-15,WYLE,US
00-A0-6A,Verilink Corporation,US
00-A0-70,COASTCOM,US
00-A0-1C,NASCENT NETWORKS CORPORATION,US
00-A0-8F,DESKNET SYSTEMS_ INC.,US
00-A0-CC,LITE-ON COMMUNICATIONS_ INC.,US
00-A0-89,XPOINT TECHNOLOGIES_ INC.,US
00-A0-07,APEXX TECHNOLOGY_ INC.,US
00-A0-47,INTEGRATED FITNESS CORP.,US
00-A0-32,GES SINGAPORE PTE. LTD.,SG
00-A0-E3,XKL SYSTEMS CORP.,US
00-A0-B7,CORDANT_ INC.,US
00-20-C0,PULSE ELECTRONICS_ INC.,US
00-20-47,STEINBRECHER CORP.,US
00-20-D5,VIPA GMBH,DE
00-20-1A,MRV Communications_ Inc.,US
00-20-6F,FLOWPOINT CORPORATION,US
00-20-20,MEGATRON COMPUTER INDUSTRIES PTY_ LTD.,AU
00-20-1B,NORTHERN TELECOM/NETWORK,CA
00-A0-18,CREATIVE CONTROLLERS_ INC.,US
00-A0-FE,BOSTON TECHNOLOGY_ INC.,US
00-A0-D9,CONVEX COMPUTER CORPORATION,US
00-A0-EB,Encore Networks_ Inc.,US
00-A0-7D,SEEQ TECHNOLOGY_ INC.,US
00-20-9A,THE 3DO COMPANY,US
00-20-DE,JAPAN DIGITAL LABORAT'Y CO.LTD,JP
00-20-0B,OCTAGON SYSTEMS CORP.,US
00-20-94,CUBIX CORPORATION,US
00-20-F7,CYBERDATA CORPORATION,US
00-20-D7,JAPAN MINICOMPUTER SYSTEMS CO._ Ltd.,JP
00-20-C3,COUNTER SOLUTIONS LTD.,GB
00-20-4E,NETWORK SECURITY SYSTEMS_ INC.,US
00-20-CA,DIGITAL OCEAN,US
00-20-95,RIVA ELECTRONICS,GB
00-20-3F,JUKI CORPORATION,JP
00-20-90,ADVANCED COMPRESSION TECHNOLOGY_ INC.,US
00-20-62,SCORPION LOGIC_ LTD.,GB
00-20-81,TITAN ELECTRONICS,US
00-20-D9,PANASONIC TECHNOLOGIES_ INC./MIECO-US,US
00-20-7E,FINECOM CO._ LTD.,KR
00-20-4A,PRONET GMBH,DE
00-20-FF,SYMMETRICAL TECHNOLOGIES,US
00-20-44,GENITECH PTY LTD,AU
00-20-A1,DOVATRON,US
00-20-AD,LINQ SYSTEMS,US
00-20-7D,ADVANCED COMPUTER APPLICATIONS,US
00-20-2F,ZETA COMMUNICATIONS_ LTD.,GB
00-20-FB,OCTEL COMMUNICATIONS CORP.,US
00-20-70,HYNET_ LTD.,IL
00-20-BE,LAN ACCESS CORP.,US
00-20-F2,Oracle Corporation ,US
00-20-B8,PRIME OPTION_ INC.,US
00-20-F3,RAYNET CORPORATION,US
00-20-01,DSP SOLUTIONS_ INC.,US
00-20-BF,AEHR TEST SYSTEMS,US
00-20-53,HUNTSVILLE MICROSYSTEMS_ INC.,US
00-20-A9,WHITE HORSE INDUSTRIAL,TW
00-20-96,Invensys,US
00-20-EF,USC CORPORATION,JP
00-20-30,ANALOG & DIGITAL SYSTEMS,IN
00-20-AC,INTERFLEX DATENSYSTEME GMBH,DE
00-20-D8,Nortel Networks,US
00-C0-E1,SONIC SOLUTIONS,US
00-C0-0F,QUANTUM SOFTWARE SYSTEMS LTD.,CA
00-C0-87,UUNET TECHNOLOGIES_ INC.,US
00-20-36,BMC SOFTWARE,US
00-20-F8,CARRERA COMPUTERS_ INC.,US
00-C0-06,NIPPON AVIONICS CO._ LTD.,JP
00-C0-A4,UNIGRAF OY,FI
00-C0-FA,CANARY COMMUNICATIONS_ INC.,US
00-C0-79,FONSYS CO._LTD.,KR
00-C0-2F,OKUMA CORPORATION,JP
00-C0-1E,LA FRANCAISE DES JEUX,FR
00-C0-65,SCOPE COMMUNICATIONS_ INC.,US
00-20-66,GENERAL MAGIC_ INC.,US
00-C0-1B,SOCKET COMMUNICATIONS_ INC.,US
00-40-6F,SYNC RESEARCH INC.,US
00-40-4F,SPACE & NAVAL WARFARE SYSTEMS,US
00-40-8F,WM-DATA MINFO AB,SE
00-40-D7,STUDIO GEN INC.,JP
00-40-57,LOCKHEED - SANDERS,US
00-C0-53,Aspect Software Inc.,US
00-C0-CC,TELESCIENCES CO SYSTEMS_ INC.,US
00-C0-D9,QUINTE NETWORK CONFIDENTIALITY,CA
00-C0-B1,GENIUS NET CO.,KR
00-C0-D2,SYNTELLECT_ INC.,US
00-C0-7E,KUBOTA CORPORATION ELECTRONIC,JP
00-C0-DD,QLogic Corporation,US
00-C0-71,AREANEX COMMUNICATIONS_ INC.,US
00-C0-C4,COMPUTER OPERATIONAL,GB
00-C0-12,NETSPAN CORPORATION,US
00-40-17,Silex Technology America,US
00-C0-40,ECCI,US
00-C0-1C,INTERLINK COMMUNICATIONS LTD.,GB
00-C0-96,TAMURA CORPORATION,JP
00-C0-44,EMCOM CORPORATION,US
00-C0-E6,Verilink Corporation,US
00-C0-42,DATALUX CORP.,US
00-C0-3F,STORES AUTOMATED SYSTEMS_ INC.,US
00-C0-36,RAYTECH ELECTRONIC CORP.,TW
00-C0-4E,COMTROL CORPORATION,US
00-C0-A2,INTERMEDIUM A/S,DK
00-C0-20,ARCO ELECTRONIC_ CONTROL LTD.,US
00-C0-E7,FIBERDATA AB,SE
00-C0-5F,FINE-PAL COMPANY LIMITED,HK
00-C0-CE,CEI SYSTEMS & ENGINEERING PTE,SG
00-C0-8E,NETWORK INFORMATION TECHNOLOGY,US
00-C0-C7,SPARKTRUM MICROSYSTEMS_ INC.,US
00-40-F3,NETCOR,US
00-40-4B,MAPLE COMPUTER SYSTEMS,CA
00-40-F8,SYSTEMHAUS DISCOM,DE
00-40-24,COMPAC INC.,JP
00-40-D2,PAGINE CORPORATION,US
00-40-E9,ACCORD SYSTEMS_ INC.,US
00-40-33,ADDTRON TECHNOLOGY CO._ LTD.,US
00-40-AD,SMA REGELSYSTEME GMBH,DE
00-40-6D,LANCO_ INC.,US
00-40-CD,TERA MICROSYSTEMS_ INC.,US
00-40-F5,OEM ENGINES,US
00-40-AE,DELTA CONTROLS_ INC.,CA
00-40-F6,KATRON COMPUTERS INC.,TW
00-40-86,MICHELS & KLEBERHOFF COMPUTER,DE
00-40-92,ASP COMPUTER PRODUCTS_ INC.,US
00-40-68,EXTENDED SYSTEMS,US
00-40-78,WEARNES AUTOMATION PTE LTD,SG
00-40-39,OPTEC DAIICHI DENKO CO._ LTD.,
00-40-79,JUKO MANUFACTURE COMPANY_ LTD.,HK
00-40-59,YOSHIDA KOGYO K. K.,JP
00-40-B0,BYTEX CORPORATION_ ENGINEERING,US
00-80-D9,EMK Elektronik GmbH & Co. KG,DE
00-40-F4,CAMEO COMMUNICATIONS_ INC.,US
00-40-B4,NEXTCOM K.K.,JP
00-40-B9,MACQ ELECTRONIQUE SA,BE
00-40-BB,GOLDSTAR CABLE CO._ LTD.,KR
00-40-B1,CODONICS INC.,US
00-40-61,DATATECH ENTERPRISES CO._ LTD.,TW
00-00-8C,Alloy Computer Products (Australia) Pty Ltd,AU
00-40-C5,MICOM COMMUNICATIONS INC.,US
00-40-20,CommScope Inc,GB
00-40-7F,FLIR Systems,SE
00-40-95,R.P.T. INTERGROUPS INT'L LTD.,TW
00-40-35,OPCOM,US
00-40-5C,FUTURE SYSTEMS_ INC.,KR
00-40-A0,GOLDSTAR CO._ LTD.,KR
00-40-FC,IBR COMPUTER TECHNIK GMBH,DE
00-40-DE,Elsag Datamat spa,IT
00-40-C9,NCUBE,US
00-40-03,Emerson Process Management Power & Water Solutions_ Inc.,US
00-40-90,ANSEL COMMUNICATIONS,US
00-40-7C,QUME CORPORATION,US
00-40-44,QNIX COMPUTER CO._ LTD.,KR
00-40-48,SMD INFORMATICA S.A.,PT
00-40-2D,HARRIS ADACOM CORPORATION,US
00-80-6F,ONELAN LTD.,GB
00-80-81,KENDALL SQUARE RESEARCH CORP.,US
00-80-9C,LUXCOM_ INC.,US
00-80-65,CYBERGRAPHIC SYSTEMS PTY LTD.,AU
00-80-19,DAYNA COMMUNICATIONS_ INC.,US
00-80-F3,SUN ELECTRONICS CORP.,JP
00-80-99,Eaton Industries GmbH,DE
00-80-8D,WESTCOAST TECHNOLOGY B.V.,NL
00-80-BE,ARIES RESEARCH,US
00-80-15,SEIKO SYSTEMS_ INC.,JP
00-40-DF,DIGALOG SYSTEMS_ INC.,US
00-40-09,TACHIBANA TECTRON CO._ LTD.,JP
00-80-D2,SHINNIHONDENKO CO._ LTD.,JP
00-80-89,TECNETICS (PTY) LTD.,ZA
00-80-AF,ALLUMER CO._ LTD.,JP
00-80-84,THE CLOUD INC.,KR
00-80-50,ZIATECH CORPORATION,US
00-80-A4,LIBERTY ELECTRONICS,US
00-80-A6,REPUBLIC TECHNOLOGY_ INC.,US
00-80-32,ACCESS CO._ LTD.,JP
00-80-CF,EMBEDDED PERFORMANCE INC.,US
00-80-90,MICROTEK INTERNATIONAL_ INC.,US
00-80-C4,DOCUMENT TECHNOLOGIES_ INC.,US
00-80-5B,CONDOR SYSTEMS_ INC.,US
00-80-43,NETWORLD_ INC.,JP
00-80-52,TECHNICALLY ELITE CONCEPTS,US
00-80-5D,CANSTAR,CA
00-80-4F,DAIKIN INDUSTRIES_ LTD.,JP
00-80-05,CACTUS COMPUTER INC.,US
00-80-6D,CENTURY SYSTEMS CORP.,JP
00-80-94,ALFA LAVAL AUTOMATION AB,SE
00-80-02,SATELCOM (UK) LTD,GB
00-80-64,WYSE TECHNOLOGY LLC,US
00-80-48,COMPEX INCORPORATED,US
00-80-30,NEXUS ELECTRONICS,GB
00-00-55,COMMISSARIAT A L`ENERGIE ATOM.,FR
00-00-41,ICE CORPORATION,US
00-00-86,MEGAHERTZ CORPORATION,US
00-00-92,COGENT DATA TECHNOLOGIES,US
00-80-85,H-THREE SYSTEMS CORPORATION,US
00-80-4C,CONTEC CO._ LTD.,JP
00-80-8F,C. ITOH ELECTRONICS_ INC.,US
00-00-52,Intrusion.com_ Inc.,
00-80-FF,SOC. DE TELEINFORMATIQUE RTC,
00-80-EE,THOMSON CSF,FR
00-80-8E,RADSTONE TECHNOLOGY,GB
00-80-96,HUMAN DESIGNED SYSTEMS_ INC.,US
00-80-DA,Hottinger Brüel & Kjær A/S,DK
00-80-3E,SYNERNETICS,US
00-80-0C,VIDECOM LIMITED,GB
00-80-7D,EQUINOX SYSTEMS INC.,US
00-80-63,Hirschmann Automation and Control GmbH,DE
00-80-74,FISHER CONTROLS,US
